block_id,msg_type,sender,receiver,time_ms
0,IHAVE,812,199,0
0,IHAVE,812,704,0
0,IHAVE,812,292,0
0,IHAVE,812,149,0
0,IHAVE,812,541,0
0,IHAVE,812,972,0
0,IHAVE,812,956,0
0,IHAVE,812,377,0
0,IHAVE,812,760,0
0,IHAVE,812,827,0
0,IHAVE,812,240,0
0,IHAVE,812,465,0
0,IHAVE,812,74,0
0,IHAVE,812,927,0
0,IHAVE,812,94,0
0,IHAVE,812,443,0
0,IHAVE,812,386,0
0,IHAVE,812,834,0
0,IWANT,704,812,6.48445593726931
0,IWANT,240,812,21.178086759193558
0,IWANT,465,812,25.399969990362155
0,IWANT,927,812,31.434103145475454
0,IWANT,292,812,44.775223964110864
0,IWANT,834,812,48.96892166300277
0,IWANT,827,812,57.68651792387307
0,IWANT,377,812,63.05432402028125
0,IWANT,74,812,67.74169307178536
0,IWANT,760,812,77.71463665559322
0,IWANT,972,812,84.35701344024659
0,IHAVE,465,615,94.98581146432409
0,IHAVE,465,48,94.98581146432409
0,IHAVE,465,580,94.98581146432409
0,IHAVE,465,796,94.98581146432409
0,IHAVE,465,588,94.98581146432409
0,IHAVE,465,411,94.98581146432409
0,IHAVE,465,989,94.98581146432409
0,IHAVE,465,100,94.98581146432409
0,IHAVE,465,11,94.98581146432409
0,IHAVE,465,157,94.98581146432409
0,IHAVE,240,564,98.70528996278689
0,IHAVE,240,962,98.70528996278689
0,IHAVE,240,252,98.70528996278689
0,IHAVE,240,77,98.70528996278689
0,IHAVE,240,869,98.70528996278689
0,IHAVE,240,6,98.70528996278689
0,IHAVE,240,630,98.70528996278689
0,IHAVE,240,800,98.70528996278689
0,IHAVE,240,452,98.70528996278689
0,IHAVE,240,995,98.70528996278689
0,IHAVE,240,429,98.70528996278689
0,IHAVE,240,11,98.70528996278689
0,IWANT,796,465,103.90027720713482
0,IWANT,615,465,109.42127704050984
0,IWANT,149,812,112.50533602452504
0,IWANT,630,240,120.71442900239579
0,IWANT,11,465,121.33125757428647
0,IWANT,411,465,124.62127517449908
