block_id,node_id,time_ms,inject_time_ms
0,864,0,0
0,34,102.36422589403345,0
0,749,103.73964886808469,0
0,336,106.47727074400774,0
0,955,106.6931135765379,0
0,829,108.80694868186973,0
0,39,113.37447296731392,0
0,541,115.57733295594836,0
0,807,117.7592174262918,0
0,721,119.27719529093602,0
0,628,122.76183047393233,0
0,503,125.14104049278365,0
0,166,125.45635540458967,0
0,574,130.59693871545005,0
0,270,135.55844886049755,0
0,578,137.97383637808917,0
0,147,139.25605782269355,0
0,416,139.7716508728279,0
0,446,143.50144705630132,0
0,876,147.1281073621883,0
0,196,153.17358552564224,0
0,911,155.2360160804128,0
0,773,155.33601706026806,0
0,687,155.91763772338066,0
0,461,157.86938533641202,0
0,358,162.78495252330163,0
0,971,169.1165464087607,0
0,788,175.546028399763,0
0,179,179.60344855906544,0
0,754,182.9172303161069,0
0,760,190.02081896692556,0
0,742,190.04458517493802,0
0,302,191.8139057386352,0
0,718,195.70900536769204,0
0,739,199.85587262917107,0
0,87,204.43406983914753,0
0,393,207.92985532710242,0
0,243,209.9379417315426,0
0,827,210.92348402284125,0
0,488,214.29320492915886,0
0,40,215.57736281342656,0
0,922,217.40177317376865,0
0,315,221.95570410248183,0
0,685,222.30691577597844,0
0,810,222.34178583549203,0
0,426,222.60129677987732,0
0,202,223.1055661736147,0
0,956,223.47237975875896,0
0,291,225.24549504617318,0
0,738,226.26606681212485,0
0,690,228.17965348962127,0
0,124,229.724883751147,0
0,111,230.54348837777388,0
0,741,237.99548047484933,0
0,279,239.36169873992264,0
0,699,239.833521216529,0
0,418,240.68114814349326,0
0,349,240.81728397451514,0
0,62,240.98016371019503,0
0,886,241.14089085379365,0
0,804,241.83592271798383,0
0,643,245.22802222737064,0
0,585,245.48103828547818,0
0,678,246.83078965689305,0
0,58,246.96230456030577,0
0,680,247.47883027503445,0
0,658,248.15387958472505,0
0,759,248.49185220318597,0
0,183,249.0964996308062,0
0,938,250.5176411473476,0
0,902,252.52677977798564,0
0,140,253.14397462843675,0
0,244,253.32994193982074,0
0,333,254.42054699381262,0
0,942,256.10654890903356,0
0,449,256.3350527729606,0
0,479,256.47704289410433,0
0,962,256.63297258801776,0
0,445,259.3813595407172,0
0,175,260.3179224404148,0
0,768,260.35879949547166,0
0,849,261.28769268065736,0
0,180,262.9325253507772,0
0,373,266.85725841126884,0
0,312,267.0460612275399,0
0,907,267.6126432556739,0
0,587,268.7604142682738,0
0,92,270.06088995090795,0
0,743,270.90206616029013,0
0,131,271.5179219478611,0
0,510,272.943925401883,0
0,799,273.0514709118671,0
0,778,273.694924722322,0
0,720,274.6331166809009,0
0,379,275.0497357950634,0
0,57,275.1860952306927,0
0,100,276.61532611307484,0
0,856,277.54922230314764,0
0,820,278.27026066930745,0
0,674,279.177086692558,0
0,716,279.90228874201904,0
0,158,279.9861725632379,0
0,80,280.6297419736584,0
0,635,281.0520889055964,0
0,918,281.1501871677567,0
0,677,281.3101038012761,0
0,433,281.8670203207215,0
0,26,281.92259073677536,0
0,319,283.23316435740014,0
0,96,284.33177933683373,0
0,853,284.8857961008515,0
0,695,286.2660670532262,0
0,214,286.71209954467867,0
0,203,287.21936559630365,0
0,596,287.51456583757215,0
0,570,287.83743317895835,0
0,242,287.8725641928205,0
0,412,288.266180196401,0
0,639,288.48801083715,0
0,43,288.7866942451759,0
0,646,289.6502977142775,0
0,455,289.78661590539247,0
0,125,290.0989771666458,0
0,777,291.1854059516867,0
0,120,292.39677816961773,0
0,318,293.71251432341694,0
0,806,297.6125357256579,0
0,629,297.67227821726243,0
0,696,300.0725594179835,0
0,651,301.56839871355055,0
0,679,302.17838257303606,0
0,227,303.49131167365147,0
0,712,304.1334865871084,0
0,959,304.9005233022048,0
0,790,307.1136873757567,0
0,364,307.84866950036786,0
0,462,308.08505024100634,0
0,940,309.21294013093313,0
0,464,311.00853256052267,0
0,571,312.42840834059297,0
0,505,315.08689228431194,0
0,976,315.73126485266766,0
0,656,317.4219104260825,0
0,267,317.80400002518735,0
0,343,317.8875221235604,0
0,199,319.13484293598424,0
0,857,319.36240163085705,0
0,413,319.37453425007385,0
0,557,319.45833291582176,0
0,414,319.74788842773035,0
0,869,320.186779356492,0
0,796,320.5727095250689,0
0,352,321.14977167054525,0
0,128,321.4557145875206,0
0,367,322.9956798106825,0
0,229,323.11101946669766,0
0,654,324.3622916622963,0
0,648,324.39952988807534,0
0,23,324.42565172882985,0
0,500,324.55882715465805,0
0,588,324.8486062602617,0
0,340,326.1344631347811,0
0,867,326.30846150814165,0
0,325,328.4263459490309,0
0,440,328.7234927861035,0
0,375,328.99994537972464,0
0,334,330.64395167588344,0
0,641,332.84953574365727,0
0,55,333.0554574343551,0
0,156,334.0224263911423,0
0,885,337.56765603703167,0
0,195,337.7693109905653,0
0,725,338.22014813384635,0
0,801,339.08200695054006,0
0,949,339.21069353914044,0
0,980,339.3746273742581,0
0,650,340.82740966233337,0
0,576,340.99486859684515,0
0,701,341.36989522396084,0
0,376,341.7033414285821,0
0,800,342.72839100220517,0
0,929,342.8120419436416,0
0,996,342.88787733169875,0
0,522,343.60875997906703,0
0,779,343.71042559768915,0
0,708,345.42974113658875,0
0,105,346.02713973395873,0
0,288,346.4451079791516,0
0,855,346.85833296824217,0
0,735,347.27300315027423,0
0,296,347.99972581013054,0
0,844,348.47996238121004,0
0,747,348.7077006993248,0
0,905,348.882798415309,0
0,116,348.9480982312,0
0,917,350.24581866780306,0
0,15,350.32782171161114,0
0,251,351.0480041429494,0
0,792,351.49615547630447,0
0,407,351.5040148401307,0
