block_id,node_id,time_ms,inject_time_ms
0,474,0,0
0,178,133.75753498335058,0
0,872,181.5936138927147,0
0,988,211.90798540027265,0
0,121,214.19872382689908,0
0,79,215.0888944964858,0
0,283,216.91728088149415,0
0,86,223.22874913814525,0
0,501,223.47081892558145,0
0,745,239.73526379488317,0
0,583,241.9894593910833,0
0,853,258.4786022480313,0
0,252,259.00812765960933,0
0,463,259.67373778488917,0
0,195,260.4198324473284,0
0,691,263.834461861127,0
0,700,263.90283927620527,0
0,556,264.7434396565991,0
0,173,265.58379714828754,0
0,136,267.2445539355341,0
0,979,267.57973794767565,0
0,65,267.5936706861777,0
0,648,268.37693950668285,0
0,677,270.2195958355195,0
0,532,271.7396927593159,0
0,308,273.4010060617549,0
0,392,274.53779099311987,0
0,141,276.52887550123955,0
0,41,283.19128250899445,0
0,684,286.8644682913182,0
0,483,287.3179913698753,0
0,203,288.56764057603186,0
0,703,289.40764002407116,0
0,711,290.1989447760908,0
0,542,290.31399386807846,0
0,363,290.65119600365836,0
0,344,290.68256891489017,0
0,792,292.30320238720634,0
0,736,293.4122957725885,0
0,434,295.0332987159108,0
0,531,296.941904418764,0
0,967,297.389129687377,0
0,87,299.29560322888335,0
0,415,299.9256791454077,0
0,373,301.06843593303745,0
0,675,301.4880932057718,0
0,679,302.3957558903284,0
0,21,303.52956648369815,0
0,321,304.11171528726976,0
0,436,305.25807105824504,0
0,773,305.38762778000245,0
0,587,305.42976941443334,0
0,758,305.5887664202223,0
0,119,306.0574649797743,0
0,374,306.43437998355756,0
0,305,306.5483806821922,0
0,5,307.9043370819447,0
0,934,307.92719109171355,0
0,727,307.9738920373448,0
0,14,308.3997982775583,0
0,237,308.4624222507341,0
0,191,308.59951605103487,0
0,448,308.6686624070644,0
0,980,309.4607486265618,0
0,420,309.73920084983695,0
0,919,309.7425044771237,0
0,911,310.00095723366684,0
0,860,310.16123172189964,0
0,43,310.35237905359884,0
0,494,310.7707293787356,0
