block_id,node_id,time_ms,inject_time_ms
0,637,0,0
0,888,157.75621058364752,0
0,453,201.2980014437607,0
0,253,228.08993559147575,0
0,574,232.09548121705274,0
0,128,250.62666905744015,0
0,902,265.51647834366634,0
0,345,265.9900339489553,0
0,227,279.0027885811552,0
0,529,283.39731230070765,0
0,809,299.55500107260286,0
0,336,306.19265288683846,0
0,771,306.6530184964189,0
0,777,309.2903225911407,0
0,124,315.98492704689926,0
0,597,328.73512301592984,0
0,937,338.91805737637776,0
0,184,339.77104052955565,0
0,674,340.20744647453876,0
0,859,342.5678538416678,0
0,187,342.740352242963,0
0,703,343.21703207961235,0
0,55,345.6641516834648,0
0,834,349.97354572665233,0
0,208,362.10070524851915,0
0,214,362.6557621702395,0
0,61,363.48366259060066,0
0,452,363.74755930540715,0
0,48,364.79899257056735,0
0,790,365.3132488176409,0
0,234,368.5031171400806,0
0,86,369.1139021325297,0
0,734,369.4178589883233,0
0,314,369.62350363667133,0
0,534,377.2413513208605,0
0,112,378.3561253032716,0
0,39,382.91729738708364,0
0,762,385.65387114133955,0
0,326,387.48446092296,0
0,623,389.6840771250574,0
0,396,392.96363247938774,0
0,507,393.7947949410301,0
0,369,396.27237578287657,0
0,598,396.55720227740863,0
0,258,397.27551205927875,0
0,892,401.56724883869333,0
0,586,402.7928456031089,0
0,654,403.1317616945377,0
0,259,406.5741750565627,0
0,189,409.3420003722648,0
0,317,410.0204584480415,0
0,67,411.01055370045475,0
0,979,411.7178508018017,0
0,644,412.61327815081063,0
0,521,414.8805633474382,0
0,945,415.0090198959555,0
0,988,420.44455737619637,0
0,851,420.81707299402666,0
0,861,421.56300955034555,0
0,845,424.9378164455614,0
0,590,432.6789575727113,0
0,596,435.3882161433214,0
0,11,437.1026266868329,0
0,660,437.3768679290758,0
0,298,439.6161851093722,0
0,127,440.5150336690799,0
0,73,446.50866718512975,0
0,160,446.83367190756456,0
0,407,446.92139622306786,0
0,679,447.22963189654956,0
0,247,448.6003336639554,0
0,463,450.4838836090021,0
0,282,450.50740007460536,0
0,102,451.2022361184339,0
0,839,451.22425703809785,0
0,749,451.97800424181423,0
0,241,452.6079462065437,0
0,976,454.4109667168026,0
0,750,456.9733497906268,0
0,447,457.8804328157982,0
0,900,458.57824348924044,0
0,619,462.17250161865417,0
0,254,464.1094654193162,0
0,413,464.6786845251229,0
0,532,465.0556233376672,0
0,913,466.71622367792105,0
0,38,469.87066161517265,0
0,383,469.896067544286,0
0,409,470.17747323990585,0
0,450,470.808344144542,0
0,42,470.8917373320169,0
0,867,470.93206965682754,0
0,531,472.69989200736643,0
0,965,472.83000237741453,0
0,819,475.05305135763547,0
0,553,475.0855581398447,0
0,324,479.17382348167473,0
0,323,479.8135139641626,0
0,480,481.2218929528937,0
0,763,481.3009712776405,0
0,894,481.67860675935054,0
0,848,481.9461482656521,0
0,502,483.7008996713675,0
0,766,483.74926265428144,0
0,603,485.37768311594647,0
0,577,486.4622942093855,0
0,742,487.63077218789203,0
0,338,487.9971173882678,0
0,78,488.0727120087626,0
0,291,488.8657693531617,0
0,460,488.9349152117919,0
0,969,489.537480238566,0
0,737,489.8559268016613,0
0,853,490.1747188741707,0
0,190,492.96435532595257,0
0,533,497.46303412697125,0
0,881,497.92024204163255,0
0,58,498.7367233204226,0
0,207,499.4123645849569,0
0,390,499.5189632157387,0
0,332,499.7260736317073,0
1,261,500.0,500.0
0,270,500.2449154814462,0
0,805,500.5191964552817,0
0,366,500.9251513236274,0
0,760,503.74821823454704,0
0,580,503.8489784693131,0
0,472,505.050860328182,0
0,739,505.4740332863996,0
0,315,506.25431369096793,0
0,106,507.0131710751147,0
0,709,509.90359842278104,0
0,923,509.9167024759312,0
0,442,511.02786560566165,0
0,231,511.11079539265756,0
0,3,511.37069772456164,0
0,223,512.5600380811725,0
0,610,515.6679810141916,0
0,19,516.4489900709436,0
0,726,516.4496128985727,0
0,907,516.6678617478469,0
0,986,516.768968709018,0
0,370,517.0724371716386,0
0,860,517.1990558166508,0
0,649,517.6005751404739,0
0,211,518.7163294763965,0
0,63,518.8730701569586,0
0,374,519.429952820597,0
0,20,519.6696748163171,0
0,512,521.1691503771648,0
0,358,521.5931956883496,0
0,405,522.2334747115736,0
0,174,522.679071577524,0
0,755,524.613104980802,0
0,371,525.945089261357,0
0,483,525.9580942704083,0
0,838,526.3486446513701,0
0,321,527.7819032242194,0
0,724,527.9742513214283,0
0,582,528.1742176208725,0
0,473,528.4024869276861,0
0,554,531.3909846562844,0
0,260,532.2890480977878,0
0,994,532.5182973594702,0
0,261,533.4599147701279,0
0,775,534.0980975192201,0
0,874,534.1922328881919,0
0,920,535.6038757467528,0
0,478,535.8014350676452,0
0,16,535.9236575087842,0
0,337,537.2660349735471,0
0,526,537.4830992948959,0
0,229,538.6991871283457,0
0,196,538.8233789840407,0
0,501,539.2740475892938,0
0,114,539.5645370194229,0
0,871,540.4533214289329,0
0,530,540.6920873406211,0
0,316,540.7816839490334,0
0,566,542.0981455869561,0
0,738,543.7576476718605,0
0,138,544.6602881995143,0
0,765,545.6241348035982,0
0,69,545.691769501512,0
0,347,546.3154117807735,0
0,398,546.4392119017888,0
0,290,546.5992426839455,0
0,51,548.6140493218481,0
0,381,550.2634479103074,0
0,158,550.4252886703705,0
0,429,551.7652759204035,0
0,831,552.1785586668954,0
0,694,552.7810145051448,0
0,129,554.0653502394119,0
0,563,554.2339708627904,0
0,362,555.1057193030726,0
0,168,555.1555586901454,0
0,257,555.5313696060196,0
0,449,555.8158624317921,0
0,104,556.1877745706248,0
0,136,556.8839118467845,0
0,783,557.0577637050816,0
0,285,557.126968190931,0
0,144,557.7269060662012,0
0,364,558.7974362599754,0
0,428,559.0472575423092,0
0,301,559.2803146125153,0
0,318,560.1478017099539,0
0,346,560.2509835082244,0
0,143,560.3163251414487,0
0,340,562.5768739424392,0
0,198,562.7937745372245,0
0,996,563.5167377597896,0
0,939,563.9747212267092,0
0,873,564.7972980567537,0
0,604,564.8606199423966,0
0,701,564.9465259111965,0
0,756,565.7575758241767,0
0,418,565.924338767476,0
0,292,566.1044140366195,0
0,84,567.5281720917662,0
0,422,567.8727621025697,0
0,690,568.5202465293779,0
0,359,569.0909364840493,0
0,489,569.1666171220885,0
0,973,569.3754018149771,0
0,485,569.4874317974435,0
0,729,571.2474112609059,0
0,54,574.9271572467135,0
0,415,575.4175199152186,0
0,804,575.6653978168142,0
